"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20388188,"388188 (2006 DP14)",388188,,,Y,Y,0,19.00,,,,,,,,,,5.7868,,,,,,,,,"JPL 108",2460600.5,60600,2024-10-17.0,J2000,0.7762,1.365,0.305,11.77,317.11,59.34,277.05,2.42,0.6182,2460734.67,2025-02-28.1,582,1.59,0.0162,6.31,3.12,4.45,4.8e-08,5.0e-09,6.5e-08,8.9e-06,3.2e-06,6.5e-06,3.3e-06,8.9e-09,3.4e-09,5.7e-06,3.2e-06,APO,"Otto Matic",6312,2006-02-23,2023-06-06,519,3,1,0,.29672,,,,-4.0e-14,6.6e-15,,,,
20388945,"388945 (2008 TZ3)",388945,,,Y,Y,0,20.45,,,,,,,,,,39.15,,,,,,,,,"JPL 270",2460600.5,60600,2024-10-17.0,J2000,0.3919,1.592,0.968,8.69,43.95,219.68,61.87,2.22,0.4906,2460474.37,2024-06-12.8,734,2.01,0.0176,6.85,2.88,4.27,5.7e-09,2.4e-09,9.6e-09,1.6e-06,3.1e-06,3.7e-06,1.1e-06,3.4e-09,1.1e-09,2.0e-06,1.7e-06,APO,"Otto Matic",5838,2008-10-06,2024-09-30,2186,3,4,0,.30168,,,,7.1e-14,1.7e-14,,,,
20389694,"389694 (2011 QD48)",389694,,,Y,Y,0,18.20,,,,,,,0.451,,0.456,5.24,,,,,,,,0.02,"JPL 138",2460600.5,60600,2024-10-17.0,J2000,0.4921,1.545,0.785,19.07,358.79,106.79,216.68,2.31,0.5131,2460879.82,2025-07-23.3,702,1.92,0.02,7.79,3.02,4.26,3.1e-09,1.0e-09,5.0e-09,4.5e-07,4.4e-07,7.1e-07,1.6e-06,1.5e-09,5.1e-10,3.4e-06,6.9e-07,APO,"Otto Matic",2940,2011-08-30,2019-09-17,821,,,0,.46596,,,,,,,,,
20390929,"390929 (2005 GP21)",390929,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,,"JPL 51",2460600.5,60600,2024-10-17.0,J2000,0.2246,1.308,1.014,18.80,9.99,1.42,195.68,1.60,0.6587,2460849.98,2025-06-23.4,547,1.5,0.014,5.43,3.86,4.9,9.0e-07,7.5e-09,1.2e-06,5.0e-05,1.1e-05,3.4e-04,5.1e-04,9.2e-09,5.7e-09,7.8e-04,4.7e-06,APO,"Otto Matic",6595,2005-04-04,2023-04-25,277,,,1,.46805,,,,,,,,,
20395207,"395207 (2010 HQ80)",395207,,,Y,Y,0,19.62,,,,,,,0.724,,0.022,,,,,,,,,0.14,"JPL 85",2460600.5,60600,2024-10-17.0,J2000,0.4893,1.568,0.801,27.85,218.47,66.30,79.78,2.34,0.5019,2460441.56,2024-05-11.0,717,1.96,0.00659,2.56,3.09,4.17,4.0e-08,4.0e-09,6.5e-08,9.4e-06,5.6e-06,9.0e-06,1.0e-05,5.9e-09,1.9e-09,2.0e-05,2.7e-06,APO,"Otto Matic",4599,2010-04-21,2022-11-23,318,,,0,.52198,,,,,,,,,
20399457,"399457 (2002 PD43)",399457,,,Y,Y,0,19.30,,,,,,,,,,,,,,,,,,,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.9563,2.507,0.110,25.94,315.04,210.99,223.99,4.90,0.2483,2461148.34,2026-04-17.8,1.45e+03,3.97,0.0266,10.3,1.11,2.44,1.2e-07,2.6e-08,3.1e-07,6.0e-05,1.9e-05,4.3e-05,1.4e-05,5.2e-08,3.9e-09,6.6e-05,2.3e-05,APO,"Otto Matic",7318,2002-08-07,2022-08-20,179,,,0,.61087,,,,,,,,,
20399774,"399774 (2005 NB7)",399774,,,Y,Y,1,18.80,,,,,,,,,,3.4882,,,,,,,,,"JPL 105",2460600.5,60600,2024-10-17.0,J2000,0.5174,2.044,0.987,12.70,199.16,348.16,237.64,3.10,0.3372,2460963.35,2025-10-14.8,1.07e+03,2.92,0.00571,2.22,1.87,3.59,1.6e-08,1.3e-08,3.4e-08,5.1e-06,1.1e-05,1.3e-05,2.2e-05,2.0e-08,3.2e-09,6.7e-05,1.0e-05,APO,"Otto Matic",7916,2001-12-18,2023-08-21,928,1,1,0,.2884,,,,,,,,,
20401856,"401856 (2000 KW43)",401856,,,Y,Y,0,20.27,,,,,,,,,,,,,,,,,,,"JPL 61",2460600.5,60600,2024-10-17.0,J2000,0.4779,1.452,0.758,24.27,82.62,63.60,18.63,2.15,0.563,2460567.41,2024-09-13.9,639,1.75,0.0454,17.7,3.12,4.43,2.1e-07,1.2e-09,3.1e-07,2.0e-05,1.3e-05,3.5e-05,5.5e-06,1.8e-09,7.1e-10,9.7e-06,8.0e-07,APO,"Otto Matic",7702,2000-05-29,2021-06-30,263,,,0,.58886,,,,,,,,,
20405212,"405212 (2003 QC10)",405212,,,Y,Y,0,18.04,,,,,,,,,,15.27,,,,,,,,,"JPL 90",2460600.5,60600,2024-10-17.0,J2000,0.7313,1.373,0.369,5.04,359.96,120.87,17.92,2.38,0.6124,2460571.23,2024-09-17.7,588,1.61,0.00167,0.649,2.75,4.49,2.8e-08,2.7e-09,3.9e-08,4.7e-06,2.8e-05,2.8e-05,7.0e-06,4.7e-09,1.8e-09,1.1e-05,1.7e-06,APO,"Otto Matic",7207,2003-08-22,2023-05-16,399,,,0,.42739,,,,,,,,,
20405762,"405762 (2005 YO180)",405762,,,Y,Y,0,20.29,,,,,,,,,,,,,,,,,,,"JPL 24",2460600.5,60600,2024-10-17.0,J2000,0.4480,1.481,0.817,5.77,7.72,87.75,181.60,2.14,0.5469,2460926.70,2025-09-08.2,658,1.8,0.0376,14.6,3.08,4.46,9.8e-08,5.1e-09,1.5e-07,1.2e-05,8.5e-05,8.5e-05,1.6e-05,7.3e-09,2.8e-09,3.0e-05,3.4e-06,APO,"Otto Matic",7082,2004-04-08,2023-08-29,68,,,0,.44898,,,,,,,,,
20406213,"406213 (2007 AB2)",406213,,,Y,Y,0,20.34,,,,,,,,,,8.545,,,,,,,,,"JPL 90",2460600.5,60600,2024-10-17.0,J2000,0.5457,1.919,0.872,1.46,126.84,280.93,265.78,2.97,0.3707,2460854.65,2025-06-28.1,971,2.66,0.0131,5.1,2.45,3.73,1.6e-08,2.5e-09,3.1e-08,4.6e-06,5.6e-05,5.8e-05,4.8e-06,3.9e-09,7.2e-10,1.3e-05,1.9e-06,APO,"Otto Matic",5894,2007-01-10,2023-03-01,706,,,0,.41091,,,,,,,,,
20408792,"408792 (2000 GF2)",408792,,,Y,Y,0,20.56,,,,,,,,,,,,,,,,,,,"JPL 58",2460600.5,60600,2024-10-17.0,J2000,0.3777,1.341,0.834,9.63,176.01,108.10,243.93,1.85,0.635,2460783.29,2025-04-17.7,567,1.55,0.0108,4.2,3.34,4.81,1.7e-08,1.1e-09,2.2e-08,7.4e-06,9.5e-06,1.3e-05,1.6e-05,1.5e-09,7.7e-10,2.5e-05,6.9e-07,APO,"Otto Matic",7263,2000-04-03,2020-02-21,362,,,0,.62052,,,,,,,,,
20409836,"409836 (2006 QY110)",409836,,,Y,Y,0,18.07,,,,,,,0.554,,0.331,,,,,,,,,0.19,"JPL 71",2460600.5,60600,2024-10-17.0,J2000,0.5741,1.924,0.819,6.40,222.61,221.63,261.88,3.03,0.3693,2460866.21,2025-07-09.7,975,2.67,0.0318,12.4,2.27,3.69,5.3e-08,5.6e-09,1.0e-07,9.5e-06,3.9e-05,3.9e-05,6.6e-06,8.8e-09,1.6e-09,1.8e-05,4.3e-06,APO,"Otto Matic",6126,2006-08-30,2023-06-08,247,,,0,.55867,,,,,,,,,
20410627,"410627 (2008 RG1)",410627,,,Y,Y,0,20.89,,,,,,,,,,,,,,,,,,,"JPL 46",2460600.5,60600,2024-10-17.0,J2000,0.4431,1.316,0.733,13.09,347.79,257.45,298.99,1.90,0.6528,2460693.96,2025-01-18.4,551,1.51,0.0127,4.93,3.2,4.83,1.1e-07,5.8e-09,1.5e-07,1.2e-05,1.4e-05,2.2e-05,1.3e-05,8.4e-09,4.3e-09,2.0e-05,3.7e-06,APO,"Otto Matic",4419,2008-09-04,2020-10-10,166,,,0,.5325,,,,,,,,,
20410778,"410778 (2009 FG19)",410778,,,Y,Y,0,18.14,,,,,,,1.457,,0.048,8,,,,,,,,0.57,"JPL 90",2460600.5,60600,2024-10-17.0,J2000,0.7191,2.912,0.818,54.50,187.51,120.40,17.41,5.01,0.1984,2460512.73,2024-07-21.2,1.81e+03,4.97,0.0256,9.98,2.56,2.39,1.8e-08,7.6e-09,5.3e-08,1.5e-05,9.1e-07,6.5e-06,3.2e-06,1.3e-08,7.8e-10,1.6e-05,7.1e-06,APO,"Otto Matic",5672,2009-03-21,2024-09-30,343,4,1,0,.46227,,,,,,,,,
20413989,"413989 (2007 EL88)",413989,,,Y,Y,0,19.07,,,,,,,,,,,,,,,,,,,"JPL 68",2460600.5,60600,2024-10-17.0,J2000,0.5218,1.12,0.535,30.84,198.44,116.16,235.72,1.70,0.832,2460749.87,2025-03-15.3,433,1.18,0.0367,14.3,3.91,5.33,1.2e-07,1.4e-09,1.3e-07,2.5e-05,6.4e-06,1.2e-05,9.3e-06,2.2e-09,1.6e-09,1.1e-05,8.2e-07,APO,"Otto Matic",5783,2007-03-14,2023-01-12,247,,,0,.40815,,,,,,,,,
20414287,"414287 (2008 OB9)",414287,,,Y,Y,0,17.73,,,,,,,1.974,,0.038,42.5,,,,,,,,0.95,"JPL 93",2460600.5,60600,2024-10-17.0,J2000,0.7597,3.203,0.770,13.50,202.70,238.56,262.76,5.64,0.172,2461165.96,2026-05-05.4,2.09e+03,5.73,0.0123,4.8,0.822,2.62,3.3e-08,3.3e-08,1.1e-07,1.4e-05,2.6e-05,2.5e-05,1.0e-05,5.9e-08,2.7e-09,6.9e-05,3.3e-05,APO,"Otto Matic",4671,2008-07-29,2021-05-13,329,,,0,.46747,,,,,,,,,
20414990,"414990 (2011 EM51)",414990,,,Y,Y,0,21.90,,,,,,,,,,,,,,,,,,,"JPL 71",2460600.5,60600,2024-10-17.0,J2000,0.3353,1.321,0.878,1.86,134.15,142.26,285.47,1.76,0.649,2460715.35,2025-02-08.8,555,1.52,0.013,5.05,3.35,4.89,2.3e-08,2.0e-09,3.0e-08,3.8e-06,1.6e-04,1.6e-04,1.0e-05,2.7e-09,1.5e-09,1.6e-05,1.3e-06,APO,"Otto Matic",3503,2011-03-10,2020-10-11,272,,,0,.56756,,,,,,,,,
20415029,"415029 (2011 UL21)",415029,,,Y,Y,0,15.94,,,,,,,,,,2.732,,,,,,,,,"JPL 363",2460600.5,60600,2024-10-17.0,J2000,0.6536,2.123,0.735,34.89,275.32,285.00,50.22,3.51,0.3187,2460442.90,2024-05-12.3,1.13e+03,3.09,0.0181,7.03,2.7,3.24,1.2e-08,4.6e-09,2.4e-08,6.6e-06,1.3e-06,3.2e-06,4.1e-07,7.7e-09,1.0e-09,1.3e-06,3.7e-06,APO,"Otto Matic",12753,1989-10-29,2024-09-28,3557,3,0,0,.28089,,,,,,,,,
20415745,"415745 (2000 GV147)",415745,,,Y,Y,0,19.34,,,,,,,,,,,,,,,,,,,"JPL 71",2460600.5,60600,2024-10-17.0,J2000,0.4570,1.747,0.948,10.56,68.64,216.11,194.22,2.54,0.427,2460988.75,2025-11-09.2,843,2.31,0.00187,0.727,2.65,3.99,3.6e-08,1.8e-09,6.1e-08,6.5e-06,3.5e-05,3.5e-05,7.0e-06,2.7e-09,6.8e-10,1.7e-05,1.3e-06,APO,"Otto Matic",11169,1993-04-15,2023-11-13,252,,,0,.66629,,,,,,,,,
20416151,"416151 (2002 RQ25)",416151,,,Y,Y,0,20.68,,,,,,,,,,12.191,,,,,,,,,"JPL 96",2460600.5,60600,2024-10-17.0,J2000,0.3064,1.112,0.771,4.57,10.46,225.74,34.37,1.45,0.8408,2460559.62,2024-09-06.1,428,1.17,0.0499,19.4,3.55,5.56,2.5e-08,3.4e-09,2.7e-08,2.2e-06,2.4e-05,2.3e-05,8.5e-06,4.5e-09,3.9e-09,1.0e-05,2.0e-06,APO,"Otto Matic",7392,2002-09-03,2022-11-29,316,5,1,0,.50435,,,,5.9e-14,9.2e-15,,,,
20416195,"416195 (2002 TR190)",416195,,,Y,Y,0,19.44,,,,,,,,,,,,,,,,,,,"JPL 61",2460600.5,60600,2024-10-17.0,J2000,0.1599,1.077,0.905,26.92,24.21,104.79,171.49,1.25,0.8819,2460406.05,2024-04-05.5,408,1.12,0.00678,2.64,3.81,5.63,6.1e-08,1.7e-09,6.6e-08,1.5e-05,8.9e-06,2.1e-05,2.0e-05,2.0e-09,2.1e-09,2.3e-05,9.9e-07,APO,"Otto Matic",7514,2002-10-12,2023-05-09,297,,,0,.4891,,,,,,,,,
20416591,"416591 (2004 LC2)",416591,,,Y,Y,0,18.66,,,,,,,,,,4.677,,,,,,,,,"JPL 77",2460600.5,60600,2024-10-17.0,J2000,0.7347,1.865,0.495,10.98,84.25,290.72,333.82,3.24,0.3869,2460668.15,2024-12-23.6,930,2.55,0.0284,11,2.32,3.59,4.3e-08,1.4e-08,7.6e-08,6.2e-06,1.7e-05,1.7e-05,1.2e-05,2.4e-08,4.4e-09,3.3e-05,1.1e-05,APO,"Otto Matic",5765,2004-06-11,2020-03-24,761,,,0,.34166,,,,,,,,,
20416801,"416801 (2005 GC120)",416801,,,Y,Y,0,19.65,,,,,,,0.906,,0.031,9.,,,,,,,,0.07,"JPL 83",2460600.5,60600,2024-10-17.0,J2000,0.4974,1.193,0.600,16.54,67.93,258.31,273.19,1.79,0.7559,2460715.34,2025-02-08.8,476,1.3,0.00586,2.28,3.64,5.16,3.9e-08,2.5e-09,4.7e-08,5.7e-06,8.5e-06,8.4e-06,9.5e-06,3.8e-09,2.4e-09,1.3e-05,1.5e-06,APO,"Otto Matic",6877,2005-04-12,2024-02-09,347,0,1,0,.47318,,,,,,,,,
20417211,"417211 (2005 XL80)",417211,,,Y,Y,0,18.25,,,,,,,,,,,,,,,,,,,"JPL 100",2460600.5,60600,2024-10-17.0,J2000,0.4872,1.727,0.886,10.91,53.31,143.78,63.13,2.57,0.4343,2460455.13,2024-05-24.6,829,2.27,0.0419,16.3,2.41,4,2.4e-08,3.1e-09,4.1e-08,5.2e-06,1.5e-05,1.6e-05,4.7e-06,4.6e-09,1.2e-09,1.0e-05,2.2e-06,APO,"Otto Matic",6764,2005-12-08,2024-06-15,398,2,1,0,.54476,,,,,,,,,
20417612,"417612 (2006 WQ29)",417612,,,Y,Y,0,18.44,,,,,,,,,,,,,,,,,,,"JPL 51",2460600.5,60600,2024-10-17.0,J2000,0.3938,1.601,0.971,8.07,111.97,136.61,114.76,2.23,0.4865,2460364.59,2024-02-24.0,740,2.03,0.0208,8.11,2.82,4.26,1.8e-06,7.5e-08,2.8e-06,2.1e-05,1.7e-04,2.1e-04,4.9e-04,1.0e-07,3.4e-08,1.0e-03,5.2e-05,APO,"Otto Matic",7968,2002-12-03,2024-09-26,176,,,1,.72009,,,,,,,,,
20417634,"417634 (2006 XG1)",417634,,,Y,Y,0,18.57,,,,,,,0.418,,0.154,,,,,,,,,0.08,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.5958,2.458,0.994,20.50,38.46,344.14,232.29,3.92,0.2557,2461099.94,2026-02-28.4,1.41e+03,3.85,0.0148,5.74,1.56,3.15,1.6e-07,6.0e-08,4.0e-07,1.8e-05,5.0e-05,7.4e-05,6.5e-05,9.6e-08,9.4e-09,2.7e-04,5.2e-05,APO,"Otto Matic",2956,2006-12-11,2015-01-14,171,,,0,.4789,,,,,,,,,
20417816,"417816 (2007 FA)",417816,,,Y,Y,0,20.27,,,,,,,,,,,,,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.2657,1.25,0.918,16.33,156.40,135.44,132.23,1.58,0.7051,2460412.98,2024-04-12.4,511,1.4,0.0278,10.8,3.65,5.07,4.1e-08,1.9e-09,5.0e-08,4.8e-06,2.0e-05,2.4e-05,1.2e-05,2.4e-09,1.6e-09,1.7e-05,1.1e-06,APO,"Otto Matic",7977,2000-03-06,2022-01-07,184,,,0,.50138,,,,,,,,,
20417871,"417871 (2007 MB24)",417871,,,Y,Y,0,18.32,,,,,,,,,,,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.6999,1.876,0.563,47.71,271.11,269.13,288.97,3.19,0.3835,2460785.70,2025-04-20.2,939,2.57,0.0265,10.3,3.53,3.35,6.5e-08,1.5e-08,1.2e-07,3.1e-05,1.4e-05,1.3e-05,2.0e-05,2.6e-08,4.6e-09,5.5e-05,1.1e-05,APO,"Otto Matic",11262,1989-07-01,2020-05-01,322,,,0,.45718,,,,,,,,,
20417949,"417949 (2007 TB23)",417949,,,Y,Y,0,18.74,,,,,,,,,,,,,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.1977,1.262,1.013,38.29,40.10,173.86,173.05,1.51,0.6952,2460351.57,2024-02-11.0,518,1.42,0.00795,3.09,3.46,4.88,1.4e-07,4.1e-09,1.8e-07,2.3e-05,9.5e-06,2.8e-05,3.0e-05,4.9e-09,3.4e-09,4.3e-05,2.5e-06,APO,"Otto Matic",6204,2007-10-03,2024-09-27,287,,,0,.53605,,,,,,,,,
20418094,"418094 (2007 WV4)",418094,,,Y,Y,0,19.67,,,,,,,0.890,,0.042,9.929,,,,,,,,0.17,"JPL 80",2460600.5,60600,2024-10-17.0,J2000,0.4407,1.486,0.831,38.34,249.86,297.67,50.43,2.14,0.5439,2460507.78,2024-07-16.2,662,1.81,0.0162,6.29,3.24,4.25,2.3e-08,6.2e-09,3.3e-08,1.4e-06,6.7e-07,5.1e-06,8.7e-06,8.9e-09,3.4e-09,1.5e-05,4.1e-06,APO,"Otto Matic",4026,2007-11-19,2018-11-27,375,7,3,0,.40111,,,,,,,,,
20418135,"418135 (2008 AG33)",418135,,,Y,Y,0,19.36,,,,,,,,,,,,,,,,,,,"JPL 48",2460600.5,60600,2024-10-17.0,J2000,0.3367,1.459,0.968,16.01,38.29,155.54,156.61,1.95,0.5594,2460320.54,2024-01-11.0,644,1.76,0.0144,5.59,3.01,4.53,2.9e-08,1.1e-08,3.5e-08,6.8e-06,9.9e-06,1.5e-05,9.5e-06,1.5e-08,6.5e-09,1.4e-05,7.5e-06,APO,"Otto Matic",7673,2003-09-27,2024-09-29,166,2,1,0,.39229,,,,,,,,,
20418416,"418416 (2008 LV16)",418416,,,Y,Y,0,20.30,,,,,,,,,,,,,,,,,,,"JPL 89",2460600.5,60600,2024-10-17.0,J2000,0.6255,2.089,0.782,4.72,236.47,121.97,125.34,3.40,0.3265,2460216.59,2023-09-29.0,1.1e+03,3.02,0.00624,2.43,2.09,3.48,1.6e-08,2.9e-09,3.4e-08,5.9e-06,4.9e-05,4.9e-05,4.8e-06,4.7e-09,6.8e-10,1.4e-05,2.3e-06,APO,"Otto Matic",5688,2008-06-15,2024-01-11,388,,,0,.48576,,,,,,,,,
20418849,"418849 (2008 WM64)",418849,,,Y,Y,0,20.47,,,,,,,,,,2.4055,,,,,,,,,"JPL 83",2460600.5,60600,2024-10-17.0,J2000,0.1064,1.006,0.899,33.52,91.43,256.77,5.97,1.11,0.9769,2460594.39,2024-10-10.8,369,1.01,0.0356,13.9,4.09,5.9,5.4e-08,3.7e-10,5.4e-08,1.3e-05,1.1e-06,3.1e-06,9.4e-06,4.1e-10,5.4e-10,9.7e-06,2.0e-07,APO,"Otto Matic",5526,2008-11-24,2024-01-11,329,3,3,0,.3825,,,,,,,,,
20419472,"419472 (2010 DW1)",419472,,,Y,Y,0,19.99,,,,,,,0.459,,0.088,,,,,,,,,0.00,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.2002,1.225,0.980,23.77,157.11,9.65,286.45,1.47,0.7269,2460701.69,2025-01-26.1,495,1.36,0.00625,2.43,3.51,5.12,5.5e-08,3.4e-09,6.8e-08,1.2e-05,8.4e-06,1.9e-05,2.7e-05,4.0e-09,3.0e-09,3.7e-05,2.0e-06,APO,"Otto Matic",6957,2002-08-29,2021-09-15,317,,,0,.38132,,,,,,,,,
20419624,"419624 (2010 SO16)",419624,,,Y,Y,0,20.44,,,,,,,0.357,,0.084,,,,,,,,,0.13,"JPL 80",2460600.5,60600,2024-10-17.0,J2000,0.0754,1.004,0.928,14.51,40.35,109.24,202.51,1.08,0.9799,2460761.22,2025-03-26.7,367,1.01,0.0307,11.9,3.9,6.03,8.2e-08,6.3e-09,8.5e-08,2.0e-05,2.5e-05,5.3e-05,6.2e-05,6.8e-09,9.3e-09,6.4e-05,3.5e-06,APO,"Otto Matic",4472,2010-08-17,2022-11-14,350,,,0,.59326,,,,,,,,,
20419880,"419880 (2011 AH37)",419880,,,Y,Y,0,19.83,,,,,,,0.982,,0.026,,,,,,,,,0.06,"JPL 57",2460600.5,60600,2024-10-17.0,J2000,0.6721,2.548,0.836,9.66,102.04,322.40,156.59,4.26,0.2423,2459954.17,2023-01-09.6,1.49e+03,4.07,0.0348,13.6,1.17,3.06,2.2e-08,9.7e-09,5.4e-08,9.9e-06,4.1e-05,4.1e-05,3.4e-06,1.6e-08,1.4e-09,1.1e-05,8.4e-06,APO,"Otto Matic",4561,2010-09-24,2023-03-21,190,,,0,.54778,,,,,,,,,
20420210,"420210 (2011 HF)",420210,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,,"JPL 77",2460600.5,60600,2024-10-17.0,J2000,0.2346,1.284,0.982,10.62,204.88,149.66,327.18,1.58,0.6778,2460648.92,2024-12-04.4,531,1.45,0.0106,4.11,3.86,5,4.2e-08,4.1e-09,5.2e-08,4.6e-06,1.6e-05,1.8e-05,1.5e-05,5.1e-09,3.3e-09,2.3e-05,2.6e-06,APO,"Otto Matic",4742,2011-04-22,2024-04-15,226,,,0,.53867,,,,,,,,,
20422699,"422699 (2000 PD3)",422699,,,Y,Y,0,18.28,,,,,,,0.619,,0.220,42.484,,,,,,,,0.18,"JPL 108",2460600.5,60600,2024-10-17.0,J2000,0.5920,1.999,0.815,7.70,298.64,110.23,171.27,3.18,0.3488,2460109.53,2023-06-14.0,1.03e+03,2.83,0.0274,10.7,2.3,3.59,2.9e-08,4.8e-09,5.7e-08,7.1e-06,3.1e-05,3.2e-05,4.0e-06,7.6e-09,1.3e-09,1.0e-05,3.7e-06,APO,"Otto Matic",8630,2000-08-01,2024-03-18,528,,,0,.46456,,,,,,,,,
20422787,"422787 (2001 WS1)",422787,,,Y,Y,0,17.03,,,,,,,,,,,,,,,,,,,"JPL 112",2460600.5,60600,2024-10-17.0,J2000,0.6184,2.591,0.989,13.24,1.29,5.23,175.00,4.19,0.2363,2459859.76,2022-10-07.2,1.52e+03,4.17,0.0124,4.84,1.28,3.09,1.5e-08,2.8e-09,4.0e-08,4.6e-06,1.7e-05,1.8e-05,1.3e-06,4.5e-09,3.8e-10,5.5e-06,2.5e-06,APO,"Otto Matic",9330,1997-08-02,2023-02-17,1343,,,0,.3437,,,,,,,,,
20423709,"423709 (2006 BQ6)",423709,,,Y,Y,0,19.75,,,,,,,,,,4.416,,,,,,,,,"JPL 106",2460600.5,60600,2024-10-17.0,J2000,0.4049,1.472,0.876,13.00,307.62,304.80,96.61,2.07,0.552,2460425.48,2024-04-24.9,652,1.79,0.00933,3.63,3.05,4.48,2.2e-08,3.0e-09,3.4e-08,7.2e-06,7.8e-06,9.8e-06,1.3e-05,4.1e-09,1.7e-09,2.3e-05,2.0e-06,APO,"Otto Matic",6825,2006-01-22,2024-09-29,617,2,0,0,.40817,,,,,,,,,
20424482,"424482 (2008 DG5)",424482,,,Y,Y,0,19.68,,,,,,,,,,,,,,,,,,,"JPL 76",2460600.5,60600,2024-10-17.0,J2000,0.2426,1.255,0.951,5.71,244.01,59.72,166.89,1.56,0.7007,2460362.32,2024-02-21.8,514,1.41,0.0193,7.52,3.64,5.09,4.1e-08,2.0e-09,5.2e-08,3.6e-06,3.3e-05,3.4e-05,1.6e-05,2.5e-09,1.7e-09,2.2e-05,1.2e-06,APO,"Otto Matic",7644,2001-03-28,2022-03-02,286,,,0,.5959,,,,,,,,,
20428209,"428209 (2006 VC)",428209,,,Y,Y,0,20.12,,,,,,,,,,7.8,,,,,,,,,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.4920,1.942,0.986,12.25,87.53,19.22,207.28,2.90,0.3642,2461019.78,2025-12-10.2,988,2.71,0.0195,7.59,2.3,3.72,3.8e-08,2.7e-08,7.3e-08,1.1e-05,1.9e-05,2.5e-05,4.9e-05,4.0e-08,7.6e-09,1.4e-04,2.0e-05,APO,"Otto Matic",3089,2006-11-01,2015-04-17,187,,,0,.63199,,,,,,,,,
20429094,"429094 (2009 SG2)",429094,,,Y,Y,0,20.06,,,,,,,,,,,,,,,,,,,"JPL 54",2460600.5,60600,2024-10-17.0,J2000,0.1702,1.121,0.930,25.98,9.07,252.98,327.80,1.31,0.8305,2460639.27,2024-11-24.7,433,1.19,0.0373,14.5,3.77,5.46,5.0e-08,2.5e-09,5.7e-08,1.4e-05,7.6e-06,2.3e-05,2.4e-05,3.0e-09,2.8e-09,2.9e-05,1.5e-06,APO,"Otto Matic",4788,2009-09-18,2022-10-28,190,,,0,.52578,,,,,,,,,
20429584,"429584 (2011 EU29)",429584,,,Y,Y,0,19.80,,,,,,,,,,43.5,,,,,,,,,"JPL 91",2460600.5,60600,2024-10-17.0,J2000,0.6999,2.503,0.751,2.57,177.14,251.23,175.49,4.25,0.2489,2459895.42,2022-11-11.9,1.45e+03,3.96,0.00327,1.27,1.1,3.07,1.2e-08,4.7e-09,3.1e-08,5.1e-06,5.5e-05,5.5e-05,3.4e-06,8.0e-09,7.1e-10,1.2e-05,4.1e-06,APO,"Otto Matic",4401,2011-03-08,2023-03-26,454,,,0,.47999,,,,,,,,,
20430440,"430440 (2000 OH)",430440,,,Y,Y,0,17.67,,,,,,,,,,,,,,,,,,,"JPL 99",2460600.5,60600,2024-10-17.0,J2000,0.5931,2.421,0.985,18.75,283.62,355.55,156.99,3.86,0.2617,2460000.60,2023-02-25.1,1.38e+03,3.77,0.0293,11.4,1.32,3.19,2.7e-08,8.0e-09,6.6e-08,5.6e-06,3.2e-05,3.3e-05,7.4e-06,1.3e-08,1.3e-09,2.7e-05,6.8e-06,APO,"Otto Matic",8545,2000-07-21,2023-12-13,383,,,0,.52407,,,,,,,,,
20430544,"430544 (2002 GM2)",430544,,,Y,Y,0,18.76,,,,,,,,,,2.633,,,,,,,,,"JPL 39",2460600.5,60600,2024-10-17.0,J2000,0.8068,2.201,0.425,3.35,338.95,84.77,355.67,3.98,0.3019,2460614.85,2024-10-31.3,1.19e+03,3.26,0.011,4.27,1.43,3.13,5.1e-08,1.7e-08,1.1e-07,1.2e-05,1.3e-04,1.3e-04,1.3e-05,3.0e-08,3.4e-09,4.3e-05,1.3e-05,APO,"Otto Matic",8099,2002-04-04,2024-06-06,146,,,0,.517,,,,,,,,,
